latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
8.71009,26.08328,324.85,1.26,1.11,2025-04-23,0733,T,64,6.1NRT,300.66,12.55,D
49.78054,39.65007,318.41,1,1,2025-04-23,0724,T,67,6.1NRT,303.61,7.58,D
8.56052,27.16796,323.26,1.1,1.05,2025-04-23,0733,T,47,6.1NRT,298.8,8,D
49.87031,37.53682,334.97,1.09,1.04,2025-04-23,0724,T,86,6.1NRT,303.29,30.4,D
9.33874,19.4179,320.75,4.19,1.9,2025-04-23,0733,T,61,6.1NRT,299.98,54.54,D
49.42523,40.69407,310.7,1.01,1,2025-04-23,0724,T,36,6.1NRT,297.43,4.01,D
9.33452,19.45471,323.98,4.17,1.89,2025-04-23,0733,T,69,6.1NRT,299.98,78.19,D
48.64708,45.22028,321.78,1.37,1.16,2025-04-23,0724,T,70,6.1NRT,300.1,18.75,D
9.32928,19.44638,326.32,4.17,1.89,2025-04-23,0733,T,74,6.1NRT,299.94,98.99,D
49.78297,37.94608,330.46,1.06,1.03,2025-04-23,0724,T,82,6.1NRT,300.92,23.99,D
8.43389,25.78636,318.65,1.3,1.13,2025-04-23,0733,T,40,6.1NRT,296.22,8.28,D
7.16319,33.39529,316.3,1.65,1.26,2025-04-23,0733,T,55,6.1NRT,291.53,16.81,D
49.78121,37.96034,326.13,1.06,1.03,2025-04-23,0724,T,77,6.1NRT,300.43,18.33,D
49.71054,37.86021,317.44,1.06,1.03,2025-04-23,0724,T,63,6.1NRT,305.21,6.8,D
49.70156,37.85763,326.75,1.06,1.03,2025-04-23,0724,T,78,6.1NRT,305.16,17.37,D
48.65872,44.55503,325.79,1.29,1.13,2025-04-23,0724,T,58,6.1NRT,285.77,27.85,D
48.65559,44.57159,318.7,1.29,1.13,2025-04-23,0724,T,75,6.1NRT,284.64,17.67,D
49.60659,38.10238,331.33,1.05,1.02,2025-04-23,0724,T,83,6.1NRT,302.62,25.16,D
49.60484,38.11629,316.29,1.05,1.02,2025-04-23,0724,T,60,6.1NRT,301.37,7.45,D
49.47433,37.15277,317.94,1.1,1.05,2025-04-23,0724,T,64,6.1NRT,301.82,9.41,D
49.47256,37.16757,334.48,1.1,1.05,2025-04-23,0724,T,85,6.1NRT,301.41,31.65,D
48.4186,38.82955,313.36,1.01,1,2025-04-23,0724,T,60,6.1NRT,297.27,6.94,D
47.87595,41.52247,314.62,1.06,1.03,2025-04-23,0724,T,51,6.1NRT,299.64,6.1,D
48.92079,32.23744,330.83,1.75,1.3,2025-04-23,0724,T,82,6.1NRT,301.23,48.74,D
46.21347,48.62412,316.12,2.36,1.48,2025-04-23,0724,T,50,6.1NRT,304.32,19.98,D
48.3538,35.52025,314.09,1.21,1.1,2025-04-23,0724,T,52,6.1NRT,300.65,8.82,D
45.87894,47.88605,329.48,2.2,1.44,2025-04-23,0724,T,80,6.1NRT,301.64,69.04,D
45.49594,47.5888,326.23,2.18,1.43,2025-04-23,0724,T,0,6.1NRT,306.22,40.96,D
46.40687,41.35151,310.95,1.08,1.04,2025-04-23,0724,T,57,6.1NRT,298.42,5.47,D
44.48994,46.72507,310.35,2.09,1.41,2025-04-23,0724,T,0,6.1NRT,296.58,10.67,D
44.65126,44.53866,316.13,1.58,1.24,2025-04-23,0724,T,70,6.1NRT,297.66,19.9,D
44.66255,41.91627,309.32,1.19,1.09,2025-04-23,0724,T,55,6.1NRT,294.38,7.16,D
44.39458,41.50524,308.64,1.16,1.07,2025-04-23,0724,T,35,6.1NRT,295.71,4.99,D
44.03246,43.13444,309.15,1.39,1.17,2025-04-23,0724,T,43,6.1NRT,295.65,7.72,D
43.95081,43.39003,313.76,1.43,1.18,2025-04-23,0724,T,48,6.1NRT,299.42,9.84,D
-23.20033,18.68879,304.68,1.3,1.13,2025-04-23,0744,T,59,6.1NRT,292.12,5.71,D
65.0429,56.66645,308.72,1.25,1.11,2025-04-23,0718,T,47,6.1NRT,271.41,17.79,D
-0.077,-77.65932,312.73,1.6,1.24,2025-04-23,0729,A,86,6.1NRT,281.85,29.78,N
-2.00013,-78.34566,404.92,1.68,1.27,2025-04-23,0731,A,100,6.1NRT,285.27,613.5,N
-2.00226,-78.33195,411.21,1.67,1.27,2025-04-23,0731,A,100,6.1NRT,295.98,702.55,N
-2.01106,-78.34828,340.61,1.68,1.27,2025-04-23,0731,A,100,6.1NRT,277.93,103.56,N
-2.01314,-78.33482,404.53,1.67,1.27,2025-04-23,0731,A,100,6.1NRT,293.27,605.48,N
-2.01467,-78.32488,325.39,1.67,1.27,2025-04-23,0731,A,100,6.1NRT,278.66,57.16,N
-13.78962,-76.16647,307.32,1,1,2025-04-23,0733,A,71,6.1NRT,290.02,9.24,N
16.19271,94.70757,326.2,1.4,1.17,2025-04-23,0824,A,51,6.1NRT,304.03,13.76,D
16.22087,94.84768,329.11,1.43,1.18,2025-04-23,0824,A,0,6.1NRT,300.48,25.49,D
16.20622,94.73164,338.87,1.4,1.17,2025-04-23,0824,A,72,6.1NRT,303.7,43.77,D
16.22846,94.74158,333.79,1.41,1.17,2025-04-23,0824,A,0,6.1NRT,302.1,32.54,D
16.39308,94.27714,324.29,1.32,1.14,2025-04-23,0824,A,52,6.1NRT,303.21,15.1,D
16.49151,94.33157,324.99,1.33,1.14,2025-04-23,0824,A,53,6.1NRT,301.99,15.76,D
16.65458,94.95138,320.89,1.47,1.2,2025-04-23,0824,A,55,6.1NRT,302.73,11.79,D
16.71578,94.80213,321.31,1.44,1.19,2025-04-23,0824,A,56,6.1NRT,302.41,12.29,D
17.24646,98.46519,327.61,2.79,1.6,2025-04-23,0824,A,74,6.1NRT,302.64,68.83,D
17.25049,98.46014,320.63,2.79,1.6,2025-04-23,0824,A,47,6.1NRT,302.65,34.54,D
17.06618,95.85506,326.44,1.74,1.29,2025-04-23,0824,A,50,6.1NRT,302.46,25.26,D
17.06733,95.86411,324.42,1.74,1.29,2025-04-23,0824,A,65,6.1NRT,302.24,19.35,D
17.13365,95.83927,324.33,1.74,1.29,2025-04-23,0824,A,45,6.1NRT,303.53,17.26,D
17.17252,95.33423,329.47,1.6,1.24,2025-04-23,0824,A,57,6.1NRT,305.89,20.82,D
17.49235,98.02218,322.92,2.6,1.55,2025-04-23,0824,A,30,6.1NRT,302.32,35.44,D
17.20524,94.94916,323.68,1.5,1.21,2025-04-23,0824,A,54,6.1NRT,306.01,11.49,D
17.23542,95.10043,326.1,1.54,1.22,2025-04-23,0824,A,36,6.1NRT,305.49,14.03,D
17.78867,97.99255,323.66,2.61,1.55,2025-04-23,0824,A,67,6.1NRT,304.59,37.88,D
18.13625,97.90788,322.36,2.6,1.55,2025-04-23,0824,A,45,6.1NRT,304.81,28.61,D
18.14282,97.90166,325.4,2.6,1.55,2025-04-23,0824,A,61,6.1NRT,305.04,41.03,D
18.58816,98.13908,327.86,2.75,1.59,2025-04-23,0824,A,51,6.1NRT,300.35,60.05,D
18.38477,96.35283,346.99,1.98,1.37,2025-04-23,0824,A,92,6.1NRT,297.6,125.45,D
18.36391,95.97868,326.16,1.86,1.33,2025-04-23,0824,A,71,6.1NRT,303.24,32.36,D
18.39046,96.34525,329,1.98,1.37,2025-04-23,0824,A,74,6.1NRT,298.28,46.17,D
18.45977,96.85956,320.01,2.18,1.43,2025-04-23,0824,A,44,6.1NRT,298.21,24.08,D
18.37405,95.98756,329.47,1.86,1.33,2025-04-23,0824,A,76,6.1NRT,302.88,41.79,D
18.37208,95.97042,321.73,1.86,1.33,2025-04-23,0824,A,60,6.1NRT,303.01,20.86,D
18.62742,98.1747,345.23,2.78,1.59,2025-04-23,0824,A,91,6.1NRT,298.84,194.34,D
18.44877,96.31999,332.71,1.98,1.37,2025-04-23,0824,A,81,6.1NRT,299.03,59.81,D
18.44666,96.30181,324.48,1.97,1.37,2025-04-23,0824,A,68,6.1NRT,298.88,32.57,D
18.67779,98.24767,321.33,2.82,1.6,2025-04-23,0824,A,55,6.1NRT,298.59,43.3,D
18.69226,98.24954,325.35,2.82,1.6,2025-04-23,0824,A,66,6.1NRT,300.08,60.57,D
18.86277,99.72443,321.78,3.68,1.8,2025-04-23,0824,A,54,6.1NRT,296.05,67.93,D
18.4763,96.24312,318.63,1.95,1.36,2025-04-23,0824,A,42,6.1NRT,299.14,15.59,D
18.68149,98.24266,326.26,2.82,1.6,2025-04-23,0824,A,68,6.1NRT,298.84,64.31,D
18.85581,99.7206,340.65,3.68,1.8,2025-04-23,0824,A,89,6.1NRT,296.65,234.9,D
18.50286,96.21633,319.2,1.95,1.36,2025-04-23,0824,A,48,6.1NRT,299.12,18.45,D
18.50078,96.1982,318.59,1.94,1.36,2025-04-23,0824,A,40,6.1NRT,299.33,16.91,D
18.5465,96.1745,342.66,1.93,1.36,2025-04-23,0824,A,89,6.1NRT,299.13,98.92,D
18.54436,96.15657,336.48,1.93,1.36,2025-04-23,0824,A,84,6.1NRT,299.71,72.13,D
18.54227,96.13899,325.6,1.92,1.35,2025-04-23,0824,A,66,6.1NRT,299.95,36.05,D
18.6351,96.71341,322.49,2.13,1.42,2025-04-23,0824,A,48,6.1NRT,300.65,23.85,D
18.5855,96.29713,327.17,1.98,1.37,2025-04-23,0824,A,73,6.1NRT,298.56,41.72,D
18.58334,96.27916,337.38,1.97,1.37,2025-04-23,0824,A,85,6.1NRT,299.32,79.14,D
18.77438,98.2525,328.68,2.83,1.61,2025-04-23,0824,A,76,6.1NRT,298.89,82.45,D
18.55113,96.14868,323.25,1.93,1.36,2025-04-23,0824,A,65,6.1NRT,298.1,29.78,D
18.57923,96.2908,332.18,1.98,1.37,2025-04-23,0824,A,80,6.1NRT,298.79,58.15,D
18.59123,96.2888,325.07,1.98,1.37,2025-04-23,0824,A,69,6.1NRT,298.56,32.88,D
18.59509,96.21562,323.99,1.95,1.36,2025-04-23,0824,A,67,6.1NRT,299.53,31.29,D
18.62952,96.30255,327.87,1.98,1.37,2025-04-23,0824,A,74,6.1NRT,299.07,41.64,D
18.89062,97.83064,324.75,2.63,1.56,2025-04-23,0824,A,70,6.1NRT,303.06,47.65,D
18.70664,95.70066,330.6,1.79,1.31,2025-04-23,0824,A,78,6.1NRT,307.64,18.26,D
18.79483,95.01837,335.96,1.6,1.25,2025-04-23,0824,A,83,6.1NRT,309.7,28.49,D
19.60131,94.07343,375.45,1.42,1.18,2025-04-23,0824,A,100,6.1NRT,305.86,205.93,D
18.95519,95.85819,324.43,1.86,1.33,2025-04-23,0824,A,67,6.1NRT,301.52,21.36,D
18.87228,95.16816,328.44,1.65,1.26,2025-04-23,0824,A,0,6.1NRT,306.18,15.07,D
19.61167,94.07211,361.53,1.42,1.18,2025-04-23,0824,A,100,6.1NRT,306.74,130.41,D
19.61025,94.06058,381.76,1.41,1.18,2025-04-23,0824,A,100,6.1NRT,314.04,245.7,D
19.03484,96.07465,321.84,1.93,1.36,2025-04-23,0824,A,58,6.1NRT,299.24,24.5,D
19.62055,94.0589,332.95,1.41,1.18,2025-04-23,0824,A,77,6.1NRT,306.35,32.84,D
19.9787,96.59054,319.17,2.19,1.43,2025-04-23,0824,A,17,6.1NRT,299.8,17.87,D
19.08682,96.10455,351.89,1.95,1.36,2025-04-23,0824,A,95,6.1NRT,299.55,143.52,D
19.66914,93.94586,324.86,1.39,1.17,2025-04-23,0824,A,34,6.1NRT,306.56,18.71,D
19.08469,96.08644,336.82,1.94,1.36,2025-04-23,0824,A,85,6.1NRT,299.49,69.63,D
19.09324,96.09651,342.29,1.95,1.36,2025-04-23,0824,A,89,6.1NRT,299.44,93.04,D
19.6775,93.9527,405.95,1.39,1.17,2025-04-23,0824,A,100,6.1NRT,309.71,453.73,D
19.86654,94.05307,333.23,1.42,1.18,2025-04-23,0824,A,77,6.1NRT,304.81,32.3,D
19.46244,98.3808,324.76,2.96,1.64,2025-04-23,0824,A,49,6.1NRT,300.71,61.6,D
19.87233,94.04639,326.26,1.42,1.18,2025-04-23,0824,A,55,6.1NRT,303.25,18.08,D
19.12885,95.4875,332.76,1.75,1.3,2025-04-23,0824,A,80,6.1NRT,308.63,27.45,D
19.1262,95.4822,331.4,1.75,1.3,2025-04-23,0824,A,74,6.1NRT,308.82,23.16,D
19.8827,94.04503,324.2,1.42,1.18,2025-04-23,0824,A,48,6.1NRT,302.06,15.96,D
19.4641,98.37437,321.6,2.96,1.64,2025-04-23,0824,A,42,6.1NRT,300.36,48.84,D
43.51777,87.41054,324.67,1.24,1.11,2025-04-23,0833,A,78,6.1NRT,294.94,21.57,D
19.88105,94.03152,323.77,1.42,1.18,2025-04-23,0824,A,43,6.1NRT,302.39,15.02,D
19.05706,94.12318,323.56,1.4,1.17,2025-04-23,0824,A,53,6.1NRT,303.67,11.07,D
19.90886,94.00115,330.9,1.41,1.18,2025-04-23,0824,A,72,6.1NRT,303.43,30.99,D
43.5161,87.39558,324.75,1.24,1.11,2025-04-23,0833,A,78,6.1NRT,297.25,21.25,D
19.05546,94.11021,323.31,1.4,1.17,2025-04-23,0824,A,42,6.1NRT,303.07,10.86,D
20.09434,93.68678,342.17,1.36,1.15,2025-04-23,0824,A,87,6.1NRT,303.04,54.66,D
44.84311,90.94922,326.1,1.97,1.37,2025-04-23,0833,A,72,6.1NRT,306.64,35.24,D
19.06735,94.12175,328.79,1.4,1.17,2025-04-23,0824,A,62,6.1NRT,303.83,19.74,D
47.04667,89.16714,314.9,1.68,1.27,2025-04-23,0833,A,50,6.1NRT,300.36,11.38,D
20.09274,93.67432,449.34,1.35,1.15,2025-04-23,0824,A,100,6.1NRT,313.93,1075.8,D
16.98153,80.8608,327.82,3.97,1.85,2025-04-23,0824,A,74,6.1NRT,298.82,98.04,D
47.04485,89.14565,315.39,1.68,1.27,2025-04-23,0833,A,45,6.1NRT,301.14,13.4,D
20.09115,93.66196,367.25,1.35,1.15,2025-04-23,0824,A,100,6.1NRT,306.52,145.81,D
16.98859,80.85505,322.25,3.97,1.85,2025-04-23,0824,A,62,6.1NRT,297.95,49.14,D
47.05603,89.14342,335.03,1.68,1.27,2025-04-23,0833,A,86,6.1NRT,302.54,58.6,D
20.09328,93.68002,403.69,1.36,1.15,2025-04-23,0824,A,100,6.1NRT,307.8,412.87,D
47.75891,87.22473,319.94,1.38,1.16,2025-04-23,0833,A,69,6.1NRT,305.16,8.56,D
19.65104,98.28456,325.73,2.93,1.63,2025-04-23,0824,A,63,6.1NRT,300.58,68.03,D
20.09176,93.66756,408.05,1.35,1.15,2025-04-23,0824,A,100,6.1NRT,314.01,455.29,D
46.46119,77.35722,341.99,1.34,1.15,2025-04-23,0833,A,91,6.1NRT,302.65,57.03,D
19.22814,94.0936,337.71,1.4,1.17,2025-04-23,0824,A,79,6.1NRT,303.82,44.47,D
19.22647,94.08066,350.84,1.4,1.17,2025-04-23,0824,A,94,6.1NRT,304.11,84.45,D
46.45798,77.34068,348.45,1.34,1.15,2025-04-23,0833,A,94,6.1NRT,300.05,75.67,D
20.21216,94.30936,328.59,1.5,1.21,2025-04-23,0824,A,56,6.1NRT,309.09,23.39,D
19.2256,94.08713,345.74,1.4,1.17,2025-04-23,0824,A,79,6.1NRT,303.65,66.17,D
46.48395,77.36565,319.08,1.34,1.15,2025-04-23,0833,A,43,6.1NRT,299.14,15.2,D
20.12769,93.62537,324.17,1.35,1.15,2025-04-23,0824,A,50,6.1NRT,303.72,15.77,D
19.22402,94.07417,325.67,1.4,1.17,2025-04-23,0824,A,46,6.1NRT,303.62,16.76,D
49.21922,84.61034,324.86,1.13,1.06,2025-04-23,0835,A,70,6.1NRT,302.07,20.7,D
20.11976,93.56236,322.84,1.33,1.14,2025-04-23,0824,A,30,6.1NRT,303.69,13.24,D
19.65928,96.64753,320.45,2.19,1.43,2025-04-23,0824,A,53,6.1NRT,297.93,30.28,D
18.74744,83.68961,320.59,2.21,1.44,2025-04-23,0824,A,63,6.1NRT,295.11,34.52,D
50.08366,81.56921,316.08,1,1,2025-04-23,0835,A,58,6.1NRT,303,5.42,D
19.47725,94.213,355.47,1.44,1.19,2025-04-23,0824,A,97,6.1NRT,306.5,107.75,D
20.59908,93.73145,434.3,1.39,1.17,2025-04-23,0824,A,100,6.1NRT,310.67,834.53,D
50.08174,81.55567,325.99,1,1,2025-04-23,0835,A,79,6.1NRT,305.68,15.16,D
20.59593,93.70604,349.65,1.38,1.16,2025-04-23,0824,A,93,6.1NRT,302.03,75.57,D
19.47559,94.19968,327.47,1.44,1.19,2025-04-23,0824,A,69,6.1NRT,304.56,23.55,D
50.3257,82.3077,316.33,1.03,1.01,2025-04-23,0835,A,32,6.1NRT,301.15,7.3,D
20.5944,93.6937,330.45,1.38,1.16,2025-04-23,0824,A,58,6.1NRT,301.28,25.19,D
19.48767,94.21154,321.5,1.44,1.19,2025-04-23,0824,A,27,6.1NRT,304.26,14.55,D
50.33636,82.31876,315.1,1.03,1.01,2025-04-23,0835,A,44,6.1NRT,301.35,6.31,D
20.60951,93.7315,334.35,1.39,1.17,2025-04-23,0824,A,56,6.1NRT,302.53,33.82,D
19.57388,94.00675,323.66,1.4,1.17,2025-04-23,0824,A,42,6.1NRT,305.68,12.98,D
50.33449,82.30477,315.02,1.03,1.01,2025-04-23,0835,A,44,6.1NRT,299.8,6.42,D
20.58558,93.54018,335.03,1.35,1.15,2025-04-23,0824,A,80,6.1NRT,301.91,40.15,D
50.33895,82.20168,323.38,1.02,1.01,2025-04-23,0835,A,78,6.1NRT,302.18,14.14,D
20.54356,92.90027,321.29,1.23,1.1,2025-04-23,0824,A,52,6.1NRT,304.03,10.23,D
20.54788,92.90453,320.71,1.24,1.1,2025-04-23,0824,A,44,6.1NRT,303.92,8.94,D
50.35455,80.13071,322.85,1.01,1,2025-04-23,0835,A,77,6.1NRT,306.52,11.08,D
20.72476,93.74592,337.38,1.4,1.17,2025-04-23,0824,A,83,6.1NRT,301.33,51.06,D
52.46799,85.43187,312.08,1.33,1.14,2025-04-23,0835,A,63,6.1NRT,295.8,10.25,D
20.85374,94.05001,335.07,1.47,1.2,2025-04-23,0824,A,81,6.1NRT,309.23,32.98,D
52.38916,83.49238,326.5,1.14,1.06,2025-04-23,0835,A,83,6.1NRT,293.01,24.75,D
20.8521,94.03674,338.09,1.46,1.2,2025-04-23,0824,A,84,6.1NRT,309.97,43.01,D
52.38724,83.47614,318.15,1.14,1.06,2025-04-23,0835,A,75,6.1NRT,295.9,14.7,D
20.86415,94.04776,331.45,1.47,1.2,2025-04-23,0824,A,75,6.1NRT,307.72,23.22,D
52.29499,82.50712,309.18,1.07,1.03,2025-04-23,0835,A,37,6.1NRT,295.27,5.97,D
20.86256,94.03499,335.07,1.46,1.2,2025-04-23,0824,A,81,6.1NRT,309.74,34.42,D
20.68371,92.56824,324.2,1.19,1.08,2025-04-23,0824,A,67,6.1NRT,303.05,15.57,D
52.9304,83.47242,317.54,1.15,1.07,2025-04-23,0835,A,74,6.1NRT,296.35,14.47,D
20.87027,94.04018,328.75,1.47,1.2,2025-04-23,0824,A,68,6.1NRT,307.68,19.64,D
52.77125,81.73827,317.31,1.04,1.02,2025-04-23,0835,A,0,6.1NRT,298.05,11.19,D
20.86876,94.02743,326.73,1.46,1.2,2025-04-23,0824,A,34,6.1NRT,309.02,16.68,D
51.72952,72.23721,314.21,1.68,1.27,2025-04-23,0835,A,63,6.1NRT,294.79,20.73,D
20.8917,93.9524,321.76,1.45,1.19,2025-04-23,0824,A,39,6.1NRT,305.51,16.66,D
53.87654,84.36727,318.96,1.27,1.12,2025-04-23,0835,A,61,6.1NRT,293.86,16.74,D
20.75028,92.66551,319.23,1.21,1.09,2025-04-23,0824,A,25,6.1NRT,303.44,6.9,D
53.87455,84.34846,352.5,1.27,1.12,2025-04-23,0835,A,97,6.1NRT,297.21,89.15,D
20.88874,93.2718,328.63,1.31,1.14,2025-04-23,0824,A,73,6.1NRT,301.49,24.46,D
53.87745,84.35987,341.84,1.27,1.12,2025-04-23,0835,A,92,6.1NRT,295.43,57.41,D
20.88723,93.25967,332.95,1.31,1.13,2025-04-23,0824,A,79,6.1NRT,301.55,32.97,D
53.87551,84.34097,330.75,1.27,1.12,2025-04-23,0835,A,66,6.1NRT,296.61,33.06,D
21.05493,92.89458,326.24,1.25,1.11,2025-04-23,0824,A,50,6.1NRT,303.89,14.59,D
53.88917,84.37582,337.04,1.27,1.12,2025-04-23,0835,A,90,6.1NRT,288.96,47.25,D
21.06468,92.89314,326.31,1.25,1.11,2025-04-23,0824,A,58,6.1NRT,302.62,15.02,D
53.88724,84.35701,387.1,1.27,1.12,2025-04-23,0835,A,100,6.1NRT,300.1,253.91,D
21.06315,92.88126,340.88,1.25,1.11,2025-04-23,0824,A,88,6.1NRT,305.81,44.88,D
53.41568,75.64503,318.5,1.14,1.06,2025-04-23,0835,A,76,6.1NRT,302.61,10.22,D
19.57276,83.005,323.53,2.4,1.49,2025-04-23,0824,A,67,6.1NRT,302.92,31.75,D
54.4628,82.16904,314.44,1.1,1.05,2025-04-23,0835,A,68,6.1NRT,296.75,10.19,D
21.28844,93.85062,330.6,1.45,1.19,2025-04-23,0824,A,77,6.1NRT,302.27,39.22,D
54.78756,82.48996,314.64,1.13,1.06,2025-04-23,0835,A,72,6.1NRT,295.14,11.25,D
19.78773,83.9576,324.84,2.01,1.38,2025-04-23,0824,A,67,6.1NRT,299.13,42.07,D
55.33263,84.2487,316.13,1.31,1.14,2025-04-23,0835,A,75,6.1NRT,283,21.4,D
21.16159,92.08241,315.52,1.14,1.06,2025-04-23,0824,A,37,6.1NRT,300.35,6.31,D
55.33194,84.24169,312.23,1.31,1.14,2025-04-23,0835,A,67,6.1NRT,282.19,16.87,D
21.37931,93.52302,372.84,1.38,1.16,2025-04-23,0824,A,100,6.1NRT,304.32,183.37,D
21.378,93.51231,409.51,1.38,1.16,2025-04-23,0824,A,100,6.1NRT,317.04,484.79,D
21.38821,93.51096,414.87,1.38,1.16,2025-04-23,0824,A,100,6.1NRT,312.78,547.96,D
21.3866,93.49779,384.72,1.37,1.16,2025-04-23,0824,A,94,6.1NRT,309.82,257.49,D
21.49525,94.21818,342.29,1.54,1.22,2025-04-23,0824,A,89,6.1NRT,305.86,56.16,D
21.49358,94.20428,326.66,1.54,1.22,2025-04-23,0824,A,21,6.1NRT,306.58,11.7,D
19.89845,83.5464,356.38,2.15,1.42,2025-04-23,0824,A,98,6.1NRT,307.27,200,D
21.43597,93.39706,319.46,1.36,1.15,2025-04-23,0824,A,15,6.1NRT,302.5,13.52,D
21.43413,93.38282,327.87,1.35,1.15,2025-04-23,0824,A,70,6.1NRT,300.77,28.28,D
19.90368,83.5604,328.36,2.14,1.42,2025-04-23,0824,A,75,6.1NRT,305.88,45.31,D
19.90005,83.54128,341.76,2.15,1.42,2025-04-23,0824,A,89,6.1NRT,307,105.29,D
21.44358,93.38871,328.21,1.36,1.15,2025-04-23,0824,A,73,6.1NRT,300.06,28.58,D
21.54492,94.14735,329.94,1.53,1.22,2025-04-23,0824,A,75,6.1NRT,306.28,19.7,D
19.89502,83.30994,321.37,2.23,1.45,2025-04-23,0824,A,58,6.1NRT,304.76,24.92,D
21.57145,94.18746,336.95,1.54,1.22,2025-04-23,0824,A,85,6.1NRT,304.72,41.31,D
21.56972,94.17292,333.04,1.53,1.22,2025-04-23,0824,A,81,6.1NRT,304.66,28.78,D
21.36094,92.41639,314.94,1.19,1.08,2025-04-23,0824,A,19,6.1NRT,300.07,6.68,D
21.35958,92.40588,321.47,1.19,1.08,2025-04-23,0824,A,68,6.1NRT,301.12,14.04,D
19.98652,83.66258,323.66,2.09,1.41,2025-04-23,0824,A,54,6.1NRT,301.77,27.94,D
19.98297,83.64334,321.92,2.1,1.41,2025-04-23,0824,A,45,6.1NRT,301.53,23.78,D
21.37046,92.41497,316.85,1.19,1.08,2025-04-23,0824,A,41,6.1NRT,300.16,8.63,D
21.36909,92.40444,317.21,1.19,1.08,2025-04-23,0824,A,42,6.1NRT,301.18,8.8,D
19.99858,83.65923,325.21,2.09,1.41,2025-04-23,0824,A,26,6.1NRT,304.9,30.5,D
21.4722,92.48444,320.07,1.2,1.09,2025-04-23,0824,A,42,6.1NRT,300.98,10.07,D
21.47075,92.47333,322.4,1.2,1.09,2025-04-23,0824,A,63,6.1NRT,301.42,13,D
19.57339,80.95345,326.25,3.43,1.74,2025-04-23,0824,A,69,6.1NRT,300.3,85.46,D
21.48036,92.47221,322.94,1.2,1.09,2025-04-23,0824,A,46,6.1NRT,302.2,13.15,D
21.47304,92.4163,316.83,1.19,1.09,2025-04-23,0824,A,53,6.1NRT,301.54,8.13,D
21.48993,92.47078,344.07,1.2,1.09,2025-04-23,0824,A,91,6.1NRT,302.81,51.86,D
19.6156,81.00802,325.77,3.39,1.74,2025-04-23,0824,A,68,6.1NRT,300.58,77.38,D
19.57037,80.9501,326.09,3.43,1.74,2025-04-23,0824,A,68,6.1NRT,300.2,82.75,D
19.61303,81.00462,320.37,3.39,1.74,2025-04-23,0824,A,38,6.1NRT,300.34,44.66,D
21.72256,94.00893,333,1.5,1.21,2025-04-23,0824,A,81,6.1NRT,312.79,28.88,D
21.54185,92.46847,319.04,1.2,1.09,2025-04-23,0824,A,60,6.1NRT,302.68,8.13,D
21.54042,92.45741,337.75,1.2,1.09,2025-04-23,0824,A,87,6.1NRT,303.24,38.63,D
21.53899,92.4463,321.2,1.2,1.09,2025-04-23,0824,A,66,6.1NRT,301.96,11.1,D
21.72982,93.8905,326.01,1.47,1.2,2025-04-23,0824,A,61,6.1NRT,302.78,23.49,D
21.61006,92.84594,319.48,1.26,1.12,2025-04-23,0824,A,46,6.1NRT,301.99,9.75,D
21.56766,92.44204,319.42,1.2,1.09,2025-04-23,0824,A,62,6.1NRT,301.68,9.26,D
21.75595,92.86243,323.28,1.27,1.12,2025-04-23,0824,A,67,6.1NRT,303.31,13.68,D
21.7213,92.51002,325.74,1.21,1.1,2025-04-23,0824,A,70,6.1NRT,302.74,14.87,D
21.71985,92.49864,327.92,1.21,1.09,2025-04-23,0824,A,76,6.1NRT,302.86,18.92,D
21.69399,92.29742,317.24,1.18,1.08,2025-04-23,0824,A,51,6.1NRT,301.24,7.17,D
21.73091,92.50851,320.09,1.21,1.1,2025-04-23,0824,A,58,6.1NRT,302.95,7.9,D
21.72948,92.49739,324.31,1.21,1.09,2025-04-23,0824,A,71,6.1NRT,303.28,14.38,D
21.71876,92.33893,327.1,1.19,1.08,2025-04-23,0824,A,76,6.1NRT,303.25,18.46,D
21.80787,92.72221,321.33,1.25,1.11,2025-04-23,0824,A,58,6.1NRT,301.98,9.92,D
21.78052,92.40098,332.23,1.2,1.09,2025-04-23,0824,A,82,6.1NRT,303.54,26.92,D
21.77738,92.30051,327.06,1.19,1.08,2025-04-23,0824,A,76,6.1NRT,302.62,18.43,D
21.80999,92.47892,321.15,1.21,1.09,2025-04-23,0824,A,30,6.1NRT,303.02,7.77,D
21.79815,92.38657,321.81,1.2,1.09,2025-04-23,0824,A,67,6.1NRT,302.4,11.09,D
21.8327,92.57977,348.29,1.23,1.1,2025-04-23,0824,A,94,6.1NRT,303.35,66.54,D
21.83129,92.56869,323.13,1.23,1.1,2025-04-23,0824,A,69,6.1NRT,302.96,15.17,D
21.81957,92.47729,392.96,1.21,1.09,2025-04-23,0824,A,100,6.1NRT,306.92,266.26,D
21.81813,92.46607,353.76,1.21,1.09,2025-04-23,0824,A,97,6.1NRT,304.71,76.17,D
21.81086,92.40958,328.62,1.2,1.09,2025-04-23,0824,A,78,6.1NRT,303.77,20.14,D
21.86764,92.47033,342.36,1.21,1.09,2025-04-23,0824,A,90,6.1NRT,303.6,47.68,D
21.86611,92.45868,322.24,1.21,1.09,2025-04-23,0824,A,68,6.1NRT,302.56,10.64,D
